frame,time_sec,a1_eye_state,a2_pupil_position,a3_driving_status,a4_head_rotation,a5_head_front_tilt,a6_head_side_tilt,yaw_deg,pitch_deg,roll_deg,ear,blink_rate_per_min
21513,1080.643,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-3.28,178.98,-1.43,0.074,62.0
21514,1080.693,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-2.48,178.51,-1.5,0.108,62.0
21515,1080.744,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-4.08,177.84,-1.51,0.192,62.0
21516,1080.794,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.4,177.91,-1.27,0.198,62.0
21517,1080.844,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-4.42,178.11,-1.34,0.2,62.0
21518,1080.894,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.64,177.83,-1.24,0.206,61.0
21519,1080.945,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.14,177.72,-1.19,0.206,61.0
21520,1080.995,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.44,177.35,-1.27,0.215,61.0
21521,1081.045,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.29,177.53,-1.15,0.218,61.0
21522,1081.095,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-3.87,177.89,-1.37,0.22,61.0
21523,1081.145,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.28,178.13,-1.22,0.22,60.0
21524,1081.196,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.48,177.54,-1.06,0.226,60.0
21525,1081.246,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.23,177.67,-1.29,0.231,61.0
21526,1081.296,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.77,177.67,-1.14,0.23,60.0
21527,1081.346,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.72,177.57,-1.13,0.231,61.0
21528,1081.397,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.1,177.98,-1.08,0.228,61.0
21529,1081.447,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.44,177.94,-1.08,0.228,60.0
21530,1081.497,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-7.31,177.75,-0.9,0.227,60.0
21531,1081.547,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-8.16,177.76,-0.79,0.23,60.0
21532,1081.598,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.87,177.86,-0.85,0.232,61.0
21533,1081.648,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.73,177.74,-0.9,0.233,61.0
21534,1081.698,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.1,177.66,-0.91,0.231,61.0
21535,1081.748,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.84,177.85,-0.69,0.24,61.0
21536,1081.799,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.76,177.68,-0.81,0.243,61.0
21537,1081.849,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-8.06,177.32,-0.72,0.243,61.0
21538,1081.899,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.79,177.7,-0.84,0.244,61.0
21539,1081.949,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.73,177.37,-0.98,0.242,61.0
21540,1081.999,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.47,177.38,-0.79,0.242,61.0
21541,1082.05,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.52,177.23,-0.75,0.238,61.0
21542,1082.1,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-7.52,177.55,-0.73,0.229,61.0
21543,1082.15,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.03,177.47,-1.2,0.233,62.0
21544,1082.2,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-4.07,177.49,-1.47,0.232,62.0
21545,1082.251,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-3.41,177.13,-1.57,0.233,62.0
21546,1082.301,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-0.63,177.06,-2.14,0.238,62.0
21547,1082.351,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.5,177.33,-2.43,0.23,62.0
21548,1082.401,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.18,177.47,-2.45,0.229,62.0
21549,1082.452,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.19,176.93,-3.32,0.224,62.0
21550,1082.502,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.56,176.83,-3.43,0.22,62.0
21551,1082.552,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.12,176.36,-3.67,0.225,62.0
21552,1082.602,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.85,176.45,-3.98,0.225,62.0
21553,1082.652,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.58,176.43,-4.11,0.22,62.0
21554,1082.703,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.5,176.6,-3.76,0.226,62.0
21555,1082.753,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.49,176.16,-4.23,0.219,62.0
21556,1082.803,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.5,176.31,-4.03,0.216,62.0
21557,1082.853,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.8,176.62,-4.07,0.218,62.0
21558,1082.904,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.46,176.37,-4.0,0.217,62.0
21559,1082.954,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.15,176.66,-3.88,0.222,62.0
21560,1083.004,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.79,176.57,-4.12,0.225,62.0
21561,1083.054,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.69,176.65,-4.03,0.231,63.0
21562,1083.105,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.88,176.68,-3.9,0.236,63.0
21563,1083.155,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.39,176.67,-3.76,0.235,63.0
21564,1083.205,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.82,176.0,-4.3,0.236,63.0
21565,1083.255,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.35,176.09,-4.15,0.233,63.0
21566,1083.305,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.31,176.53,-4.07,0.237,63.0
21567,1083.356,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.97,175.61,-3.95,0.232,63.0
21568,1083.406,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.46,175.86,-4.4,0.228,63.0
21569,1083.456,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.88,176.21,-4.19,0.231,64.0
21570,1083.506,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.01,176.15,-4.16,0.234,64.0
21571,1083.557,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.48,176.57,-4.34,0.23,64.0
21572,1083.607,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.76,176.17,-4.62,0.23,65.0
21573,1083.657,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.75,175.74,-4.53,0.231,65.0
21574,1083.707,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.54,176.03,-4.48,0.23,65.0
21575,1083.758,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.53,175.63,-4.54,0.229,65.0
21576,1083.808,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.6,175.81,-4.45,0.227,65.0
21577,1083.858,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.17,176.92,-3.98,0.121,65.0
21578,1083.908,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.15,176.22,-3.95,0.06,65.0
21579,1083.958,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.19,175.76,-4.01,0.076,65.0
21580,1084.009,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.61,174.8,-4.55,0.144,65.0
21581,1084.059,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.53,175.11,-4.59,0.151,64.0
21582,1084.109,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.27,175.0,-4.65,0.16,64.0
21583,1084.159,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.0,174.87,-4.43,0.179,64.0
21584,1084.21,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.39,173.72,-4.61,0.18,64.0
21585,1084.26,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.17,171.55,-4.94,0.173,64.0
21586,1084.31,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.52,171.75,-4.91,0.179,64.0
21587,1084.36,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.51,168.71,-4.54,0.2,64.0
21588,1084.411,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.81,169.25,-4.15,0.19,64.0
21589,1084.461,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.89,168.35,-4.84,0.206,64.0
21590,1084.511,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.37,168.33,-4.31,0.225,64.0
21591,1084.561,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.25,166.47,-4.21,0.207,64.0
21592,1084.612,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.97,165.36,-4.63,0.214,64.0
21593,1084.662,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.96,164.16,-4.74,0.22,64.0
21594,1084.712,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.49,163.48,-4.76,0.219,64.0
21595,1084.762,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.83,162.97,-4.5,0.223,64.0
21596,1084.812,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.41,161.52,-4.8,0.205,64.0
21597,1084.863,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.62,160.8,-4.71,0.205,64.0
21598,1084.913,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.54,159.44,-4.55,0.18,63.0
21599,1084.963,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.95,156.57,-4.72,0.092,63.0
21600,1085.013,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.06,156.52,-3.53,0.066,63.0
21601,1085.064,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.43,157.1,-3.63,0.135,63.0
21602,1085.114,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.44,158.42,-3.84,0.143,63.0
21603,1085.164,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.05,156.86,-4.19,0.165,63.0
21604,1085.214,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.78,157.02,-4.58,0.183,63.0
21605,1085.265,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.79,157.45,-4.82,0.183,63.0
21606,1085.315,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.06,157.13,-4.73,0.189,63.0
21607,1085.365,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.39,155.89,-5.11,0.183,63.0
21608,1085.415,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.9,156.72,-4.79,0.18,63.0
21609,1085.465,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.17,157.87,-4.3,0.191,63.0
21610,1085.516,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.52,158.58,-4.76,0.188,63.0
21611,1085.566,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.2,159.57,-4.56,0.201,63.0
21612,1085.616,eyeClosed,center,distracted,center,extremeFrontTilt,straight,4.53,160.59,-3.57,0.2,63.0
21613,1085.666,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.25,159.49,-4.09,0.21,63.0
21614,1085.717,eyeClosed,center,distracted,center,extremeFrontTilt,straight,4.48,158.82,-3.74,0.203,63.0
21615,1085.767,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.02,159.18,-4.06,0.209,63.0
21616,1085.817,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.55,159.74,-4.07,0.203,63.0
21617,1085.867,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.56,161.5,-4.09,0.21,63.0
21618,1085.918,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.23,161.95,-4.04,0.21,63.0
21619,1085.968,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.24,163.81,-3.97,0.201,63.0
21620,1086.018,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.84,165.68,-3.64,0.201,63.0
21621,1086.068,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.42,165.43,-3.81,0.194,63.0
21622,1086.118,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.3,164.91,-3.88,0.197,63.0
21623,1086.169,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.72,165.52,-3.92,0.212,63.0
21624,1086.219,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.97,165.41,-3.78,0.215,63.0
21625,1086.269,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.61,165.91,-4.05,0.209,63.0
21626,1086.319,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.96,164.27,-3.92,0.158,63.0
21627,1086.37,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.31,163.95,-4.15,0.104,63.0
21628,1086.42,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.69,164.76,-4.12,0.093,62.0
21629,1086.47,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.22,165.09,-3.85,0.151,62.0
21630,1086.52,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.38,163.84,-4.64,0.216,62.0
21631,1086.571,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.59,164.76,-4.43,0.218,62.0
21632,1086.621,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.14,164.45,-4.66,0.221,62.0
21633,1086.671,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.51,164.88,-4.82,0.212,62.0
21634,1086.721,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.97,164.16,-5.01,0.194,62.0
21635,1086.771,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.69,165.45,-4.82,0.189,61.0
21636,1086.822,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.93,166.3,-4.74,0.185,61.0
21637,1086.872,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.41,166.74,-4.94,0.186,61.0
21638,1086.922,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.98,166.89,-5.08,0.193,61.0
21639,1086.972,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.33,167.05,-5.11,0.187,60.0
21640,1087.023,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.46,166.62,-5.18,0.198,60.0
21641,1087.073,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.92,166.48,-4.89,0.205,60.0
21642,1087.123,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.54,164.76,-4.76,0.207,59.0
21643,1087.173,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.21,163.3,-4.92,0.22,59.0
21644,1087.224,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.25,162.53,-4.1,0.084,59.0
21645,1087.274,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.7,161.39,-4.15,0.066,59.0
21646,1087.324,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.45,160.68,-4.98,0.13,59.0
21647,1087.374,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.65,162.6,-6.6,0.201,58.0
21648,1087.425,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.93,161.88,-6.47,0.096,58.0
21649,1087.475,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.77,164.77,-5.63,0.083,58.0
21650,1087.525,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.34,169.69,-5.19,0.121,58.0
21651,1087.575,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.79,170.8,-5.44,0.088,58.0
21652,1087.625,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.85,168.97,-5.95,0.103,58.0
21653,1087.676,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.9,171.28,-5.91,0.109,58.0
21654,1087.726,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.88,173.3,-5.68,0.116,58.0
21655,1087.776,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.7,172.75,-5.38,0.208,58.0
21656,1087.826,eyeOpen,center,distracted,center,extremeFrontTilt,straight,1.78,174.31,-5.72,0.236,59.0
21657,1087.877,eyeOpen,center,distracted,center,extremeFrontTilt,straight,5.34,175.24,-5.89,0.264,59.0
21658,1087.927,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.15,173.67,-6.07,0.259,59.0
21659,1087.977,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.18,173.21,-6.03,0.252,59.0
21660,1088.027,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.35,173.19,-6.34,0.254,59.0
21661,1088.078,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.02,173.94,-6.35,0.255,59.0
21662,1088.128,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.15,172.97,-6.02,0.249,59.0
21663,1088.178,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.79,172.74,-6.04,0.245,59.0
21664,1088.228,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.32,172.72,-6.16,0.241,59.0
21665,1088.278,eyeOpen,center,distracted,center,extremeFrontTilt,straight,3.88,175.97,-4.14,0.255,59.0
21666,1088.329,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.67,175.54,-4.97,0.277,59.0
21667,1088.379,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.69,175.72,-4.78,0.272,59.0
21668,1088.429,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.33,174.81,-4.69,0.273,59.0
21669,1088.479,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.46,174.06,-5.23,0.253,59.0
21670,1088.53,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.35,174.45,-5.05,0.252,59.0
21671,1088.58,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.54,174.5,-4.96,0.248,59.0
21672,1088.63,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.15,174.25,-4.83,0.254,59.0
21673,1088.68,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.5,174.4,-4.63,0.244,59.0
21674,1088.731,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.09,173.59,-4.73,0.245,59.0
21675,1088.781,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.46,174.74,-4.52,0.25,59.0
21676,1088.831,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.1,174.54,-4.46,0.243,59.0
21677,1088.881,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.6,174.9,-4.69,0.241,59.0
21678,1088.931,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.99,175.28,-4.74,0.241,59.0
21679,1088.982,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.01,175.53,-4.79,0.25,59.0
21680,1089.032,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.36,175.39,-5.14,0.254,59.0
21681,1089.082,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.73,175.08,-5.07,0.254,59.0
21682,1089.132,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.35,175.17,-5.01,0.253,59.0
21683,1089.183,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.91,175.62,-5.03,0.252,59.0
21684,1089.233,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.72,175.35,-5.11,0.255,59.0
21685,1089.283,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.25,173.07,-5.63,0.255,59.0
21686,1089.333,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.52,174.64,-4.97,0.244,59.0
21687,1089.384,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.61,174.72,-5.25,0.25,59.0
21688,1089.434,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.22,173.63,-5.51,0.2,59.0
21689,1089.484,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.92,173.57,-5.11,0.048,59.0
21690,1089.534,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.52,172.14,-5.09,0.053,59.0
21691,1089.584,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.26,172.0,-5.47,0.132,59.0
21692,1089.635,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.88,172.92,-5.49,0.158,59.0
21693,1089.685,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.01,173.12,-5.7,0.197,59.0
21694,1089.735,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.92,173.46,-6.11,0.203,59.0
21695,1089.785,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.08,175.43,-5.84,0.196,58.0
